照片,該照片的文字敘述
文件三_第19頁,這是一張「跨科際智慧應用學程 113-1選課推薦線上說明會」的官方宣傳海報。海報背景是蔚藍的夏日海洋，四周漂浮著可愛的深藍色海星、貝殼與浪花，右上角有一隻戴墨鏡的小海鷗迎著「HELLO! SUMMER VACATION~」的標語。海報以活潑的大字宣告說明會時間訂於06/20（週四）上午10:30至11:30，採用 Google Meet 線上視訊方式進行，並清楚提供了視訊會議連結與專屬會議代碼「xmu-dwer-adn」。海報下半部以親切熱情的語調呼籲同學：「迎接暑假之際，快來看看有哪些課可以給他選下去！若尚未申請學程，也歡迎先行修課拓寬你未來的路途！」，右下角並附有學程官方交流群組的 LINE QR Code。
文件三_第20頁,這張照片記錄了「文字探勘工作坊」圓滿結訓時全體師生的歡樂大合照。畫面中央約十五、六位年輕男女學員與指導師長親密地聚攏在階梯講堂的黑板與投影幕前，大家紛紛在胸前或臉頰旁比出開心的剪刀手與愛心手勢，臉上洋溢著充實獲獎後的燦爛笑容。前排兩側坐著兩位戴著棒球帽與眼鏡的親切男老師，中央的女同學身穿薄荷綠上衣笑容甜美，後方學員或站或立，後方大螢幕上隱約可見「不想被取代？秒懂AI機器人」的專題投影片標題，右上方標註著紫色的「文字探勘工作坊」字樣。整張照片記錄下了大家歷經數週扎實研習後共同攻克自然語言處理難題的團隊革命情感與豐收喜悅。
文件三_第21頁,這張照片是東吳大學巨量資料管理學院畢業典禮上許晉雄院長致詞的莊嚴全景鏡頭。許院長身穿一襲莊重的黑色博士學位長袍，頸間佩戴著代表最高學術榮譽的亮橘色絲絨垂巾與黑色學士帽，雙手端正地拿著連有藍色導線的麥克風，挺拔地站立在典禮舞台正前方發表深情的畢業賀詞。他身後豎立著一面寬幅的大型純白色迎賓背板，上方以沉穩的大字印著「巨量資料管理學院 畢業典禮 GRADUATION SCHOOL OF BIG DATA MANAGEMENT」，右側印有古雅的東吳校徽與跳躍歡呼的畢業生剪影。空曠明亮的體育館禮堂木質地板倒映著燈光，整張照片散發出高等學府培育英才圓滿學成的神聖儀式感。
文件三_第22頁,這是一張慶賀東吳大學資料科學系大學部招生再次繳出亮眼成績單的榮譽海報。海報採用沉穩高級的深黑色菱格紋皮質紋理作為底圖，四周點綴著飄落的金色火花與碎屑。頂部懸浮著一枚金光璀璨的立體金色桂冠與鮮紅緞帶榮譽獎章，獎章中央刻有大字「賀」。海報正中央以極具視覺衝擊力的亮黃色立體發光粗體大字宣告核心喜訊：「東吳資料科學系 申請入學滿招」，下方以藍色漸層發光字體深情題寫：「期待 新生入學」。海報設計尊榮大器，向全體校友、在校師生與準大一新生自豪宣告系所在少子化嚴峻競爭下依然憑藉頂尖教學實力全額滿招的強大品牌號召力。
文件三_第23頁,這是一張專為高中生填報大學志願所精心繪製的太空科幻主題宣傳圖卡。畫面背景是浩瀚無垠、綴滿流星雨的深邃黑夜宇宙，天際點綴著綠色地球、藍色水星與一艘噴發著熊熊橘紅色尾焰的疾馳火箭。畫面右側前景是一個身穿純白宇航服的可愛小太空人背影，他高高舉起右手指向繁星深處，頭部旁冒出一個綠色對話框：「填報第1志願！讓我們一同飛向浩瀚的AI宇宙」。左下角端正陳列著東吳大學紅色校徽與巨量資料管理學院資料科學系的官方Logo。整張圖卡以極具浪漫想像力的太空探索意象，將大數據與人工智慧技術比喻為無垠的宇宙，感召即將步入大學的有志青年將東吳資科選填為人生第一志願。
文件三_第24頁,這張照片記錄了官方宣傳短片「認識巨資 第3集」的錄影現場實況。畫面中許晉雄院長身穿一件充滿運動休閒風格的黑綠雙色防風連帽外套內搭淺色襯衫，胸前佩戴著工作識別證，鼻樑上架著一副半框眼鏡，正精神奕奕地站立在階梯講堂的木質講台前，雙手端正地握著麥克風對著鏡頭進行深度解說。他身後的大螢幕上正展示著關於大數據分析工具與雲端運算的投影片，右側講桌上印有古雅的東吳圓形校徽。畫面下方特別設計了一個可愛的跑道造型白色邊框標籤，上面以深藍色大字醒目寫著「認識巨資 第3集」，並點綴著黃色圓點，透過生動的影音連載向大眾揭示巨資學院先進的科研與教學設備。
文件三_第25頁,這張照片是官方連載短片「認識巨資 第2集」的錄講實況。許晉雄院長依然身穿黑綠雙色休閒外套與深色長褲，端莊站立在講台中央，手持麥克風神采飛揚地向台下聽眾剖析大數據產業的發展脈動。他身後的大型投影布幕上清晰展示著多張權威人力銀行的就業市場趨勢圖表，下方一道顯眼的白色跑馬燈字樣標示出令人振奮的市場數據：「增幅高達 47%」，具體點出具備人工智慧與資料科學雙專長人才在當前就業市場上的極度稀缺性與強大競爭力。海報下方同樣搭配專屬的「認識巨資 第2集」橢圓形跑道標籤，透過堅實的產業數據為廣大對未來感到迷惘的考生與家長注入一劑強心針。
文件三_第26頁,這張照片記錄了官方連載影音「認識巨資 第1集」的開篇宣傳畫面。畫面拍攝於階梯教室講台前，許院長身穿深藍色運動夾克內搭亮紅色短袖T恤，胸前佩戴名牌，雙手握著麥克風親切地面向觀眾發表全系列的開場引言，正式為大眾揭開東吳大學巨量資料管理學院的神秘面紗。講桌兩側坐著協助錄影與設備管理的同仁，身後的投影大螢幕上展示著學院創立理念與學生活動的溫馨剪影，講台地板上還鋪有一小塊綠色的機器人行進軌道地毯。畫面下方壓上標誌性的「認識巨資 第1集」圓角標牌與活潑跳躍的黃色裝飾小球，以平易近人的開朗基調帶領高中學子踏出認識大數據的第一步。
文件三_第27頁,這張照片記錄了在校優秀學姐向準大一新生進行經驗分享的生動現場，標題標註為「學姊經驗分享」。在明亮的階梯講堂講台前，一位留著深棕色俐落低馬尾、身穿簡約黑色短袖上衣與復古寬版牛仔長褲的女學姐正落落大方地站立在麥克風前。她右手握著黑色麥克風，左手手腕佩戴著智慧手錶，身體自然微揚做出有力且具說服力的手勢，神情自信且充滿感染力地面向台下聽眾傳授心法。身後講桌旁一位助教正專注監控電腦，大黑板前的大螢幕隨時待命切換簡報。下方以可愛的黃白相間橢圓形跑道標籤題寫「學姊經驗分享」，以親切的同儕視角為新生提供最真實的大學求學縮影。
文件三_第28頁,這張照片是學姐經驗傳承系列的另一精采瞬間，標題標註為「學姊的重要建議」。畫面中那位身材高挑、穿著黑T配牛仔褲的優秀學姐依然站在木質講台前，她雙手自然握持麥克風，眼神真摯誠懇地直視台下的大一新生與陪考家長，正根據自己過去四年在巨資學院參與各項專案、考取專業證照與爭取實習機會的豐富歷練，給予學弟妹最寶貴的避坑指南與時間管理心法。身後講台整潔明亮，講桌上印有東吳大學圓形校徽。畫面下方點綴著三個暖黃色的圓點與「學姊的重要建議」文字框，生動捕捉到大學校園中高年級學長姐將寶貴經驗無私傾囊相授的溫暖同儕傳承精神。
文件三_第29頁,這張照片捕捉了學姐在講台上深刻解答新生大哉問的生動神態，下方跑道標籤題寫著核心大問：「大學學什麼？」。畫面中女學姐站在講台前，右手穩握麥克風，左手在胸前自然展開做出精闢分析的肢體動作，臉上帶有堅定自信的微笑，正深入淺出地向新生闡釋大學四年絕非只是被動修課獲取學分，更重要的是學會「自主學習、批判性思辨以及跨領域團隊協作」的核心能力。講台後方一位戴著黑帽的學員正專注聆聽，背景是明亮的投影布幕與黑板。這張照片深刻記錄下學姐以過來人成熟從容的姿態，為台下每一位眼神迷茫的新鮮人點亮心中學術燈塔的重要啟蒙時刻。
文件三_第30頁,這是一張充滿親切感與風趣特質的名師訪談短影音截圖，下方標註「教學特色篇」。畫面焦點是東吳大學資料科學系專任教師蘇明祥副教授的半身特寫。蘇老師身穿一件質樸素雅的米灰色短袖襯衫，鼻樑上架著一副半框眼鏡，脖子上掛著印有「資料科學系 蘇明祥老師」的專屬名牌。他右手握著金屬麥克風，左手手指微微收攏輕輕托在下巴處，眼神中閃爍著智慧與幽默的光芒，正以輕鬆詼諧的方式向鏡頭介紹系上獨樹一格的實戰教學體系。身後是階梯教室深綠色的傳統黑板與原木講台。整個畫面打破了大學教授嚴肅古板的刻板印象，展現出極富親和力且充滿溫度的師道風範。
文件三_第31頁,這張照片是蘇明祥副教授教學特色訪談的另一角度精彩定格。蘇老師手持金屬麥克風，身體微微側傾，臉上展現出神采飛揚、極具熱情的講課神態，正侃侃而談系上如何為零基礎學生規劃階梯式的程式設計與數學基礎課程，確保每一位文理組進來的孩子都能在導師手把手的耐心引領下順利建立自信心。他胸前端正垂掛的系所名牌格外醒目，身後寬大的木質講桌上方擺放著教學手冊。畫面下方留有一塊由橘黃色小圓點點綴的白色無字標籤，為後續影片編輯與社群文案保留了絕佳的排版空間，照片生動定格了一位熱愛教學、心繫學生成長的優秀大學教師風采。
文件三_第32頁,這張照片記錄了蘇明祥副教授主講「高中生邁向大學學習之路」專題講座的嚴謹講學場景。蘇老師手持麥克風站立在講台中央，左手微微抬起配合演說節奏，神情肅穆且目光堅定地望向遠方聽眾席，正深刻剖析高中階段以被動應試為導向的填鴨式讀書習慣，在進入以研究創新與專題導向的大學教育後將面臨何種衝擊，並指引高中生該如何提前培養主動探索問題與團隊協作的核心素養。身後大螢幕與黑板並陳，講桌上印有古雅校徽。上方標籤題寫著「高中生邁向大學學習之路」，下方點綴著暖色小圓點，整張照片散發出極高的學術權威感與對青年學子深切的殷殷期許。
